date,sentiment,stock_price
2024-06-12,0.5267,217.31875610351562
2024-06-14,0.5267,212.85806274414062
2024-06-17,0.3645,222.06996154785156
2024-06-20,0.2023,225.8787078857422
2024-06-21,0.032850000000000004,225.7015838623047
2024-06-24,-0.1366,226.1444549560547
2024-06-25,0.4588,221.37118530273438
2024-07-02,0.296,195.06411743164062
2024-07-10,0.4697,195.8809814453125
2024-07-12,0.5994,218.14308166503906
2024-07-18,0.34,212.57264709472656
2024-07-22,0.2552999999999999,202.83912658691406
2024-07-23,0.2593249999999999,201.3923797607422
2024-07-30,0.26335,206.4510498046875
2024-08-02,0.26725,195.85145568847656
2024-08-05,0.30557500000000004,194.5523223876953
2024-08-06,0.3227875,193.79452514648438
2024-08-07,0.34,191.60963439941406
2024-08-08,0.5568,197.4064483642578
2024-08-13,0.3182,211.84434509277344
2024-08-14,-0.33035,210.43698120117188
2024-08-15,0.09817499999999998,220.57400512695312
2024-08-20,-0.6369,221.04640197753906
2024-08-22,0.24695,231.4294891357422
2024-08-27,0.3182,232.56129455566406
2024-08-28,0.18796,231.25233459472656
2024-08-29,0.12283999999999999,231.34091186523438
2024-08-30,0.09028,233.2108612060547
2024-09-04,0.05772,217.2770233154297
2024-09-05,0.17,211.43099975585938
2024-09-10,0.5106,203.65597534179688
2024-09-11,0.3818,204.98463439941406
2024-09-16,-0.34,208.9705352783203
2024-09-17,0.4939,209.88583374023438
2024-09-23,0.5267,212.96127319335938
2024-09-25,0.2716,212.8623504638672
2024-09-26,0.25895,214.88038635253906
2024-09-27,0.1779,206.8874053955078
2024-10-01,-0.0257333333333333,203.18768310546875
2024-10-03,0.20095,205.2848663330078
2024-10-04,0.2997,212.71395874023438
2024-10-08,0.3454,203.52403259277344
2024-10-09,0.7096,200.70472717285156
2024-10-14,-0.3875,202.6930694580078
2024-10-16,0.128,210.3695068359375
2024-10-17,0.13190000000000002,212.72386169433594
2024-10-23,0.1358,203.4844512939453
2024-10-25,0.3818,202.1687774658203
2024-10-29,0.50335,199.95291137695312
2024-10-31,0.6249,193.64163208007812
2024-11-04,0.5134,194.61106872558594
2024-11-06,0.4019,193.01840209960938
2024-11-12,0.5103,196.6488800048828
2024-11-14,0.2732,196.5796356201172
2024-11-18,0.24359375,198.3206787109375
2024-11-19,0.2139875,197.4204864501953
2024-11-21,0.2863666666666666,199.4582977294922
2024-11-22,0.2683333333333333,207.89642333984375
2024-11-25,0.25931666666666664,212.91180419921875
2024-11-26,0.2503,209.93423461914062
2024-11-27,0.59055,211.3587188720703
2024-11-29,0.69555,205.00787353515625
2024-12-02,0.24695,213.0404052734375
2024-12-12,0.6808,216.50271606445312
2024-12-18,0.4588,213.67910766601562
2024-12-24,0.2202,223.9097137451172
2024-12-26,0.33030000000000004,233.69288635253906
2024-12-27,0.38535,232.7185516357422
2024-12-30,0.5859,230.40200805664062
2025-01-02,0.4404,225.59988403320312
2025-01-03,0.28595,227.797119140625
2025-01-08,0.6249,232.18165588378906
2025-01-10,0.5326500000000001,228.4930877685547
2025-01-15,0.4404,225.2021942138672
2025-01-17,-0.1531,226.71340942382812
2025-01-21,0.34,233.13612365722656
2025-01-22,0.33335,235.09475708007812
2025-01-24,0.38687499999999997,248.12905883789062
2025-01-29,0.6486,244.17202758789062
2025-01-30,0.49429999999999996,248.59632873535156
2025-02-03,0.04500000000000001,235.9000701904297
2025-02-05,-0.25,238.18679809570312
2025-02-06,0.21299999999999997,238.83303833007812
2025-02-10,0.44449999999999995,235.2836456298828
2025-02-11,0.5602499999999999,242.58126831054688
2025-02-14,0.6759999999999999,236.98377990722656
2025-02-19,0.42635,229.6265106201172
2025-02-24,0.2716,219.1075897216797
2025-02-25,0.3182,218.6403045654297
2025-03-03,0.6486,213.21182250976562
2025-03-04,0.2836333333333333,210.89527893066406
2025-03-06,0.3441666666666666,213.450439453125
2025-03-07,0.4047,213.02291870117188
2025-03-10,0.2023,209.8016357421875
2025-03-11,-0.0144857142857142,197.82119750976562
2025-03-12,0.26335,194.0431365966797
2025-03-14,-0.6808,193.37701416015625
2025-03-18,-0.477,192.1342315673828
2025-03-19,-0.3751,196.97610473632812
2025-03-20,-0.32415,190.24520874023438
2025-03-21,-0.298675,194.32151794433594
2025-03-24,-0.2859375,204.37315368652344
2025-03-31,-0.2732,201.55999755859375
2025-04-02,-0.128,211.32000732421875
2025-04-04,-0.3818,182.8699951171875
2025-04-10,0.229325,190.02000427246094
2025-04-15,0.17398750000000002,184.2899932861328
2025-04-16,0.11865,180.64999389648438
2025-04-23,0.19592500000000002,184.33999633789062
2025-04-28,0.2732,189.8699951171875
2025-04-29,0.23775000000000002,192.00999450683594
2025-05-01,0.22002500000000003,187.35000610351562
2025-05-02,0.2023,193.77999877929688
2025-05-06,0.277,186.4199981689453
2025-05-07,0.3517,188.3699951171875
2025-05-13,0.2603687499999999,212.0399932861328
2025-05-14,0.2147031249999999,209.61000061035156
2025-05-15,0.1690374999999999,179.0500030517578
2025-05-16,0.0813142857142857,184.02000427246094
2025-05-19,0.43335,182.8300018310547
2025-05-21,0.562075,175.9199981689453
2025-05-22,0.6908,172.39999389648438
2025-05-23,0.43618333333333326,167.22000122070312
2025-05-27,0.24522083333333325,174.22000122070312
2025-05-28,0.1815666666666666,177.1199951171875
2025-05-29,-0.2226199999999999,181.2100067138672
2025-05-30,-0.010159999999999947,179.33999633789062
2025-06-02,0.2023,176.47999572753906
2025-06-03,0.2023,177.77000427246094
2025-06-06,0.2263,180.75
2025-06-09,0.2202,182.36000061035156
