Date,Product_ID,Product_Name,Transaction_Type,Units,Cumulative_Quantity
2017-12-15,1046678,CHINA RAILWAY CONSTRUCTION CORP LT,SELL,912581.0,0.0
2017-12-15,1046254,CHINA COMMUNICATIONS CONST-H,BUY,984857.0,984857.0
2018-01-02,1046169,LARGAN PRECISION LTD,SELL,12228.0,22308.0
2018-01-02,1046394,ACER INC,BUY,2206740.0,2206740.0
2018-01-02,1046394,ACER INC,BUY,3966133.0,6172873.0
2018-02-28,1046419,Fang Holdings Ltd,SELL,342282.0,0.0
2018-02-28,1046315,58.COM INC-ADR,BUY,22925.0,22925.0
2018-02-28,1046334,NEW CHINA LIFE INSURANCE (H),SELL,288013.0,0.0
2018-02-28,1012339,Ping An Insurance (Grp) Co of China Ltd,BUY,163148.0,163148.0
2018-02-28,1009157,China Unicom (Hong Kong) Limited,SELL,1668320.0,0.0
2018-02-28,1046229,CHINA TELECOM CORP LTD-H,BUY,4889226.0,4889226.0
2018-04-02,1046146,JD.COM ADR REPRESENTING INC CLASS,SELL,79311.0,0.0
2018-04-02,1046150,CTRIP.COM INTERNATIONAL ADR REPRE,BUY,67519.0,67519.0
2018-04-16,1046192,FUBON FINANCIAL HOLDING CO,BUY,1907558.0,1907558.0
2018-04-16,1046631,Kunlun Energy Co Ltd,SELL,1858043.0,0.0
2018-04-16,1009158,CNOOC Ltd,BUY,975786.0,975786.0
2018-05-02,1046394,ACER INC,BUY,4101649.0,10274522.0
2018-05-02,1046148,POWER ASSETS HOLDINGS LTD,SELL,238368.0,0.0
2018-05-02,1046244,CHEUNG KONG INFRASTRUCTURE,BUY,243419.0,243419.0
2018-07-02,1046606,SWIRE PROPERTIES LTD,BUY,1046394.0,1046394.0
2018-08-01,1046626,CHINA RAILWAY GROUP LTD H,SELL,1490171.0,0.0
2018-08-01,1046470,AVICHINA INDUSTRY & TECH-H,BUY,2257351.0,2257351.0
2018-08-01,1046204,CHINA RESOURCES LAND LTD,BUY,1432901.0,1432901.0
2018-08-31,1046686,ANTA SPORTS PRODUCTS LTD.,SELL,735641.0,0.0
2018-08-31,1046704,TAL EDUCATION GROUP ADR REPTG,BUY,140473.0,140473.0
2018-08-31,1046124,Tencent Holdings Ltd,SELL,122264.0,0.0
2018-08-31,1046709,SEMICONDUCTOR MANUFACTURING INTERNATIONAL Corp,BUY,4497704.0,4497704.0
2018-09-17,1046572,NANYA TECHNOLOGY CORP,SELL,853920.0,1057086.0
2018-09-17,1009158,CNOOC Ltd,SELL,975786.0,0.0
2018-09-17,1009164,China Petroleum & Chemical Corp,BUY,2008342.0,2008342.0
2018-09-17,1046130,HON HAI PRECISION INDUSTRY LTD,BUY,707801.0,707801.0
2018-11-01,1046333,CHINA TAIPING INSURANCE HOLD,SELL,816055.0,0.0
2018-11-01,1046334,NEW CHINA LIFE INSURANCE (H),BUY,587163.0,587163.0
2018-11-01,1046229,CHINA TELECOM CORP LTD-H,SELL,4889226.0,0.0
2018-11-01,1046479,CHINA COMMUNICATIONS SERVI-H,BUY,2969551.0,2969551.0
2018-11-01,1046439,POWERTECH TECHNOLOGY INC,SELL,869692.0,0.0
2018-11-01,1046128,TAIWAN SEMICONDUCTOR MANUFAC,BUY,279797.0,279797.0
2018-11-01,1046709,SEMICONDUCTOR MANUFACTURING INTERNATIONAL Corp,SELL,4497704.0,0.0
