Date,Product_ID,Product_Name,Transaction_Type,Units,Cumulative_Quantity
2017-09-01,1009164,China Petroleum & Chemical Corp,SELL,2201776.0,0.0
2017-09-01,1046631,Kunlun Energy Co Ltd,BUY,1858043.0,1858043.0
2017-09-01,1009156,China Life Insurance Co. Ltd.,SELL,515020.0,532765.0
2017-09-01,1009156,China Life Insurance Co. Ltd.,SELL,532765.0,0.0
2017-09-01,1009162,Industrial and Commercial Bank of China Limited,BUY,4534268.0,4534268.0
2017-10-02,1046477,TRAVELSKY TECHNOLOGY LTD-H,SELL,1370437.0,0.0
2017-10-02,1045677,Alibaba Group Holding Ltd,BUY,20755.0,20755.0
2017-10-16,1046444,WEICHAI POWER CO LTD-H,SELL,735188.0,0.0
2017-10-16,1046460,CHINA SOUTHERN AIRLINES CO-H,BUY,1260350.0,1260350.0
2017-11-01,1046572,NANYA TECHNOLOGY CORP,BUY,853920.0,1911006.0
2017-11-17,1046169,LARGAN PRECISION LTD,BUY,11838.0,24066.0
2017-11-17,1046601,LITE-ON TECHNOLOGY CORP.,SELL,1440061.0,1628280.0
2017-11-17,1046169,LARGAN PRECISION LTD,BUY,10470.0,34536.0
2017-12-01,1046460,CHINA SOUTHERN AIRLINES CO-H,SELL,1260350.0,0.0
2017-12-01,1046626,CHINA RAILWAY GROUP LTD H,BUY,1490171.0,1490171.0
2017-12-01,1009467,China Construction Bank Corporation,SELL,2488905.0,0.0
2017-12-01,1046193,CHINA MERCHANTS BANK CO. LTD H,BUY,585939.0,585939.0
2017-12-01,1046229,CHINA TELECOM CORP LTD-H,SELL,4846156.0,0.0
2017-12-01,1009166,China Mobile Limited,BUY,239468.0,239468.0
2017-12-01,1046637,SHENZHOU INTERNATIONAL GROUP LTD,SELL,334401.0,0.0
2017-12-01,1046686,ANTA SPORTS PRODUCTS LTD.,BUY,735641.0,735641.0
2017-12-15,1046492,SUNAC CHINA HOLDINGS LTD,BUY,1670038.0,1670038.0
