date,score
2024-06-11,0.074
2024-06-12,0.1770857142857143
2024-06-13,0.27446666666666664
2024-06-18,0.7096
2024-06-20,0.10115
2024-06-21,0.0
2024-06-25,0.4019
2024-06-27,0.34
2024-07-08,0.2553
2024-07-18,0.5267
2024-07-19,0.2023
2024-07-22,0.4939
2024-07-23,0.0
2024-07-26,0.19886666666666666
2024-07-29,0.0
2024-07-30,0.2732
2024-08-05,0.7096
2024-08-07,0.4094
2024-08-12,0.35015
2024-08-13,0.0
2024-08-17,-0.2023
2024-08-21,0.0
2024-08-27,0.0
2024-08-28,0.08333333333333333
2024-08-29,0.0
2024-09-02,0.7783
2024-09-03,0.0
2024-09-04,0.10212000000000002
2024-09-05,0.4633
2024-09-06,0.4667
2024-09-19,0.24695
2024-09-24,0.0
2024-09-25,0.0
2024-09-30,0.0
2024-10-01,0.0
2024-10-08,0.31845
2024-10-11,0.5267
2024-10-14,0.3612
2024-10-16,0.2023
2024-10-17,0.7096
2024-10-18,0.4019
2024-10-21,0.34
2024-10-22,0.3818
2024-10-28,0.7096
2024-10-29,0.26335
2024-10-30,0.4019
2024-10-31,-0.4767
2024-11-07,0.0
2024-11-08,0.2023
2024-11-11,0.2787
2024-11-12,-0.1366
2024-11-13,0.5267
2024-11-14,0.6369
2024-11-19,0.35015
2024-11-21,0.0
2024-11-22,0.6486
2024-11-24,0.3818
2024-11-27,0.5106
2024-12-02,0.30396666666666666
2024-12-05,0.0
2024-12-09,0.059199999999999996
2024-12-10,0.10115
2024-12-13,0.0
2024-12-17,0.7096
2024-12-20,0.0
2024-12-26,0.0
2025-01-07,0.0
2025-01-10,0.0
2025-01-13,0.0
2025-02-18,-0.1366
2025-02-26,0.4019
2025-03-06,0.2463
2025-03-10,0.0
2025-03-11,0.033716666666666666
2025-03-12,0.050575
2025-03-14,0.6369
2025-03-15,0.0
2025-03-25,-0.5719
2025-03-26,0.5574
2025-03-31,0.0
2025-04-08,0.0
2025-04-15,0.0
2025-04-17,0.0
2025-04-23,0.0
2025-05-05,0.0
2025-05-07,0.0
2025-05-12,0.0
2025-05-13,0.34
2025-05-19,0.0
2025-05-21,0.0
2025-05-27,0.5994
2025-05-29,0.0
2025-06-02,0.0
2025-06-04,0.0
2025-06-06,0.0
2025-06-09,0.22693333333333332
2025-06-10,0.1434777777777778
