TRANSACTION_ID,TRANSACTION_TYPE,PRODUCT_ID,TYPE,T_DATE,UNIT,PRICE,COMMISSION,STATUS,NOTES,ADDENUM,UPDATE_DATE,PORTFOLIO_ID,CASH_ACCOUNT,,,
188640,CASH,1046921,SELL,3/31/2020 4:55,58870100,1,0,CONFIRMED,CASH TRANSACTION FOR 188639,NULL,7/13/2020 8:29,4227,KRW,,,
188643,INVESTMENT,1061574,BUY,3/31/2020 4:56,265,197500,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188644,CASH,1046921,SELL,3/31/2020 4:56,52337500,1,0,CONFIRMED,CASH TRANSACTION FOR 188643,NULL,7/13/2020 8:29,4227,KRW,,,
188647,INVESTMENT,1046736,BUY,3/31/2020 4:57,769,73700,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188648,CASH,1046921,SELL,3/31/2020 4:57,56675300,1,0,CONFIRMED,CASH TRANSACTION FOR 188647,NULL,7/13/2020 8:29,4227,KRW,,,
188649,INVESTMENT,1046195,BUY,3/31/2020 4:58,552,89600,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188650,CASH,1046921,SELL,3/31/2020 4:58,49459200,1,0,CONFIRMED,CASH TRANSACTION FOR 188649,NULL,7/13/2020 8:29,4227,KRW,,,
188651,INVESTMENT,1046165,BUY,3/31/2020 4:59,2767,168500,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188652,CASH,1046921,SELL,3/31/2020 4:59,466239500,1,0,CONFIRMED,CASH TRANSACTION FOR 188651,NULL,7/13/2020 8:29,4227,KRW,,,
188653,INVESTMENT,1046141,BUY,3/31/2020 5:00,561,88700,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188654,CASH,1046921,SELL,3/31/2020 5:00,49760700,1,0,CONFIRMED,CASH TRANSACTION FOR 188653,NULL,7/13/2020 8:29,4227,KRW,,,
188655,INVESTMENT,1046217,BUY,3/31/2020 5:02,2645,19350,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188656,CASH,1046921,SELL,3/31/2020 5:02,51180750,1,0,CONFIRMED,CASH TRANSACTION FOR 188655,NULL,7/13/2020 8:29,4227,KRW,,,
188657,INVESTMENT,1046740,BUY,3/31/2020 5:02,5456,8870,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188658,CASH,1046921,SELL,3/31/2020 5:02,48394720,1,0,CONFIRMED,CASH TRANSACTION FOR 188657,NULL,7/13/2020 8:29,4227,KRW,,,
188661,INVESTMENT,1046216,BUY,3/31/2020 5:11,742,652000,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188662,CASH,1046921,SELL,3/31/2020 5:11,483784000,1,0,CONFIRMED,CASH TRANSACTION FOR 188661,NULL,7/13/2020 8:29,4227,KRW,,,
188663,INVESTMENT,1046319,BUY,3/31/2020 5:11,3061,155500,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188664,CASH,1046921,SELL,3/31/2020 5:11,475985500,1,0,CONFIRMED,CASH TRANSACTION FOR 188663,NULL,7/13/2020 8:29,4227,KRW,,,
188665,INVESTMENT,1046388,BUY,3/31/2020 5:12,630,80000,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188666,CASH,1046921,SELL,3/31/2020 5:12,50400000,1,0,CONFIRMED,CASH TRANSACTION FOR 188665,NULL,7/13/2020 8:29,4227,KRW,,,
188667,INVESTMENT,1046512,BUY,3/31/2020 5:13,3248,15850,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188668,CASH,1046921,SELL,3/31/2020 5:13,51480800,1,0,CONFIRMED,CASH TRANSACTION FOR 188667,NULL,7/13/2020 8:29,4227,KRW,,,
188669,INVESTMENT,1046125,BUY,3/31/2020 5:13,71197,47750,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188670,CASH,1046921,SELL,3/31/2020 5:13,3399656750,1,0,CONFIRMED,CASH TRANSACTION FOR 188669,NULL,7/13/2020 8:29,4227,KRW,,,
188671,INVESTMENT,1046145,BUY,3/31/2020 5:14,5589,83300,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188672,CASH,1046921,SELL,3/31/2020 5:14,465563700,1,0,CONFIRMED,CASH TRANSACTION FOR 188671,NULL,7/13/2020 8:29,4227,KRW,,,
188673,INVESTMENT,1046250,BUY,3/31/2020 5:22,1913,240500,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188674,CASH,1046921,SELL,3/31/2020 5:22,460076500,1,0,CONFIRMED,CASH TRANSACTION FOR 188673,NULL,7/13/2020 8:29,4227,KRW,,,
188675,INVESTMENT,1046251,BUY,3/31/2020 5:28,818,59000,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188676,CASH,1046921,SELL,3/31/2020 5:28,48262000,1,0,CONFIRMED,CASH TRANSACTION FOR 188675,NULL,7/13/2020 8:29,4227,KRW,,,
188677,INVESTMENT,1046267,BUY,3/31/2020 5:29,4547,11100,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188678,CASH,1046921,SELL,3/31/2020 5:29,50471700,1,0,CONFIRMED,CASH TRANSACTION FOR 188677,NULL,7/13/2020 8:29,4227,KRW,,,
188679,INVESTMENT,1046676,BUY,3/31/2020 5:30,4733,97700,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188680,CASH,1046921,SELL,3/31/2020 5:30,462414100,1,0,CONFIRMED,CASH TRANSACTION FOR 188679,NULL,7/13/2020 8:29,4227,KRW,,,
188681,INVESTMENT,1046310,BUY,3/31/2020 5:30,288,177000,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188682,CASH,1046921,SELL,3/31/2020 5:30,50976000,1,0,CONFIRMED,CASH TRANSACTION FOR 188681,NULL,7/13/2020 8:29,4227,KRW,,,
188683,INVESTMENT,1046540,BUY,3/31/2020 5:31,776,64800,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188684,CASH,1046921,SELL,3/31/2020 5:31,50284800,1,0,CONFIRMED,CASH TRANSACTION FOR 188683,NULL,7/13/2020 8:29,4227,KRW,,,
188687,INVESTMENT,1061622,BUY,3/31/2020 5:31,12200,37200,0,CONFIRMED,,NULL,7/13/2020 8:29,4227,KRW,,,
188688,CASH,1046921,SELL,3/31/2020 5:31,453840000,1,0,CONFIRMED,CASH TRANSACTION FOR 188687,NULL,7/13/2020 8:29,4227,KRW,,,
