date,sentiment,stock_price
2024-06-11,0.1255,63.81999969482422
2024-06-12,0.5397,65.47000122070312
2024-06-13,0.4215,64.69000244140625
2024-06-14,0.1702,67.66000366210938
2024-06-17,0.21945,66.5199966430664
2024-06-20,0.4906,63.880001068115234
2024-06-21,0.4432666666666667,65.02999877929688
2024-06-24,0.2678285714285714,64.30999755859375
2024-06-25,0.230547619047619,64.77999877929688
2024-06-26,0.1932666666666666,65.44999694824219
2024-06-28,-0.10115,66.05000305175781
2024-07-02,0.6486,66.05999755859375
2024-07-05,0.10364999999999994,67.62999725341797
2024-07-08,0.14727499999999996,67.33999633789062
2024-07-09,0.16908749999999997,66.12999725341797
2024-07-10,0.1909,65.61000061035156
2024-07-12,0.3062,64.88999938964844
2024-07-15,0.21075,64.20999908447266
2024-07-16,0.1026285714285714,69.72000122070312
2024-07-17,0.27485,64.80999755859375
2024-07-18,-0.0234249999999999,63.11000061035156
2024-07-23,0.4939,62.65999984741211
2024-07-24,0.3548,59.27000045776367
2024-07-25,0.22952499999999995,59.439998626708984
2024-07-26,0.1042499999999999,59.939998626708984
2024-07-29,0.1721,59.869998931884766
2024-07-31,0.1131333333333333,61.20000076293945
2024-08-01,0.2553,58.16999816894531
2024-08-02,0.4206,54.43000030517578
2024-08-05,0.4019,52.2599983215332
2024-08-06,0.6369,54.220001220703125
2024-08-07,0.0779545454545454,63.88999938964844
2024-08-08,0.4277833333333333,68.55000305175781
2024-08-09,0.26322499999999993,69.30000305175781
2024-08-12,0.3829,68.30999755859375
2024-08-13,0.100875,69.9000015258789
2024-08-14,0.0754333333333333,71.58999633789062
2024-08-15,0.5106,74.8499984741211
2024-08-16,0.3665,74.55000305175781
2024-08-19,0.3818,75.16000366210938
2024-08-20,0.1815,74.87000274658203
2024-08-22,0.46295,74.30000305175781
2024-08-26,0.4393,74.94999694824219
2024-08-27,0.2023,74.52999877929688
2024-08-28,0.3818,72.52999877929688
2024-08-29,0.23835,73.2699966430664
2024-08-30,0.310075,74.06999969482422
2024-09-04,-0.019375000000000017,70.22000122070312
2024-09-05,-0.1531,70.11000061035156
2024-09-06,0.0986666666666666,67.01000213623047
2024-09-09,0.16461666666666663,68.12999725341797
2024-09-11,0.1866,71.5199966430664
2024-09-13,0.18375999999999998,72.44999694824219
2024-09-17,0.18092,74.44999694824219
2024-09-19,0.3818,78.68000030517578
2024-09-20,0.3659666666666667,78.72000122070312
2024-09-25,0.2263,79.26000213623047
2024-09-26,0.2406,80.75
2024-09-27,0.1909,79.20999908447266
2024-09-30,0.3174,80.13999938964844
2024-10-02,0.392175,79.0999984741211
2024-10-03,0.6908,78.13999938964844
2024-10-04,0.2023,82.43000030517578
2024-10-07,0.1147499999999999,80.86000061035156
2024-10-08,0.25,82.58000183105469
2024-10-09,0.22044999999999998,83.41000366210938
2024-10-11,0.205675,83.23999786376953
2024-10-14,0.35015,83.68000030517578
2024-10-16,0.4215,81.8499984741211
2024-10-21,0.3042875,82.66000366210938
2024-10-22,0.187075,81.61000061035156
2024-10-24,0.296,79.81999969482422
2024-10-28,0.11315,79.87000274658203
2024-10-29,-0.14045,80.38999938964844
2024-10-30,0.4145,80.01000213623047
2024-10-31,0.366475,78.20999908447266
2024-11-04,0.23835,78.44000244140625
2024-11-05,0.29205,79.56999969482422
2024-11-07,0.0905166666666666,85.55000305175781
2024-11-08,0.18212833333333328,87.12000274658203
2024-11-11,0.2508370833333333,89.98999786376953
2024-11-12,0.27374,108.91999816894531
2024-11-13,0.4169428571428571,115.08999633789062
2024-11-14,0.2836999999999999,109.08000183105469
2024-11-15,0.2576428571428572,108.48999786376953
2024-11-18,0.439915,105.87999725341797
2024-11-20,0.56082,103.94000244140625
2024-11-21,0.40806,106.4800033569336
2024-11-22,0.2553,106.95999908447266
2024-11-25,0.4767,111.0
2024-11-26,-0.08805,112.08000183105469
2024-11-27,0.17,112.54000091552734
2024-11-29,0.31245,115.5999984741211
2024-12-02,0.1272666666666666,112.9800033569336
2024-12-03,0.6369,111.86000061035156
2024-12-04,0.3548,113.43000030517578
2024-12-05,0.1702,114.08999633789062
2024-12-09,0.49345,115.29000091552734
2024-12-10,0.3753,113.44999694824219
2024-12-11,0.3818,117.37000274658203
2024-12-12,0.11315,115.30999755859375
2024-12-13,0.4939,114.62999725341797
2024-12-16,0.3673999999999999,115.94000244140625
2024-12-17,0.36644999999999994,119.48999786376953
2024-12-18,0.3655,109.69999694824219
2024-12-19,0.802,107.06999969482422
2024-12-20,0.53875,108.94999694824219
2024-12-23,0.2754999999999999,109.25
2024-12-24,0.51305,110.18000030517578
2024-12-26,0.6912125,109.95999908447266
2024-12-27,0.7506,108.18000030517578
2024-12-30,0.6908,106.69000244140625
2025-01-02,0.45904999999999996,107.52999877929688
2025-01-06,0.148,114.23999786376953
2025-01-07,0.3395,106.77999877929688
2025-01-08,0.4080999999999999,107.63999938964844
2025-01-14,0.1698375,101.61000061035156
2025-01-17,0.5267,103.3499984741211
2025-01-21,0.33525,106.27999877929688
2025-01-22,0.3149,106.37000274658203
2025-01-23,0.3818,106.0999984741211
2025-01-24,0.13795,107.68000030517578
2025-01-28,0.23112499999999997,117.44999694824219
2025-01-29,0.2777125,116.58999633789062
2025-01-30,0.3243,119.18000030517578
2025-01-31,-0.05805000000000002,116.80000305175781
2025-02-04,-0.19595,119.19999694824219
2025-02-05,-0.09578125000000001,121.7300033569336
2025-02-06,-0.045696875000000005,118.58000183105469
2025-02-07,0.0043875,117.41000366210938
2025-02-10,0.18037391304347825,119.9000015258789
